	Sample	FileType	ARG	query-start	query-end	read_id	predicted_ARG-class	best-hit	probability	identity	alignment-length	alignment-bitscore	alignment-evalue	counts	In_CARD
Tub.15-k141_281205_1-6..78	Tub.15	Potential_loser	TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	6	78	k141_281205_1	peptide	undefined	0.072097553	51.4	74	73.6	1.14e-17	1	NA
Tub.104-k141_332966_1-6..111	Tub.104	Potential	RBPA	6	111	k141_332966_1	peptide	undefined	0.252785424	52.3	107	108	7.55e-32	1	NA
Tub.104-k141_332966_1-6..111	Tub.104	Potential_loser	RBPA	6	111	k141_332966_1	multidrug	undefined	0.224003769	52.3	107	108	7.55e-32	1	NA
Tub.31-k141_410348_1-3..1018	Tub.31	Potential	MEXK	3	1018	k141_410348_1	triclosan	undefined	0.540559524	50.3	1031	976	0	1	NA
Tub.31-k141_410348_1-3..1018	Tub.31	Potential_loser	MEXK	3	1018	k141_410348_1	multidrug	AAG07064.1|FEATURES|MexK|multidrug|MexK	0.170752461	50.3	1031	976	0	1	NA
Tub.104-k141_248181_2-15..331	Tub.104	Probable	TETA(48)	15	331	k141_248181_2	tetracycline	APB03214.1|FEATURES|tetA(48)|tetracycline|tetA(48)	0.9000279	53.8	320	325	5.92e-111	1	NA
Tub.4-k141_759737_1-8..156	Tub.4	Probable	AAC(3)-I	8	156	k141_759737_1	aminoglycoside	AJ511268.1.gene3.p01|FEATURES|aac(3)-I|aminoglycoside|aac(3)-I	0.999999753	56.4	149	154	7.67e-49	1	NA
Tub.85-k141_170182_4-4..223	Tub.85	Probable	KDPE	4	223	k141_170182_4	aminoglycoside	NP_415222.1|FEATURES|kdpE|aminoglycoside|kdpE	0.978040192	54.5	224	252	1.15e-85	1	NA
Tub.16-k141_722456_2-6..143	Tub.16	Probable	ADP-RIBOSYLATING_TRANSFERASE_ARR	6	143	k141_722456_2	rifamycin	AF001493.1.orf0.gene.p01|FEATURES|ADP-ribosylating_transferase_arr|rifamycin|ADP-ribosylating_transferase_arr	0.9997136	77.5	138	237	2.17e-82	1	NA
Tub.18-k141_667261_3-1..150	Tub.18	Probable	AAC(3)-I	1	150	k141_667261_3	aminoglycoside	AJ511268.1.gene3.p01|FEATURES|aac(3)-I|aminoglycoside|aac(3)-I	0.999141076	51.3	150	143	5.30e-45	1	NA
Tub.12-k141_260760_1-1..223	Tub.12	Probable	KDPE	1	223	k141_260760_1	aminoglycoside	NP_415222.1|FEATURES|kdpE|aminoglycoside|kdpE	0.988194436	51.1	223	219	9.18e-73	1	NA
Tub.58-k141_173485_7-1..1030	Tub.58	Probable	ACRB	1	1030	k141_173485_7	multidrug	gi:495735716:ref:WP_008460295.1:|FEATURES|acrB|multidrug|acrB	0.984678299	56.7	1030	1108	0	1	NA
Tub.51-k141_34409_3-1..109	Tub.51	Potential	RBPA	1	109	k141_34409_3	peptide	undefined	0.262488561	53.2	109	108	4.07e-32	1	NA
Tub.51-k141_34409_3-1..109	Tub.51	Potential_loser	RBPA	1	109	k141_34409_3	multidrug	undefined	0.228180259	53.2	109	108	4.07e-32	1	NA
Tub.82-k141_352438_1-14..507	Tub.82	Probable	QEPA	14	507	k141_352438_1	fluoroquinolone	gi:1039004533:ref:WP_064760451.1:|FEATURES|qepA|fluoroquinolone|qepA	0.991697324	52.5	497	452	1.23e-155	1	NA
Tub.85-k141_134330_2-12..233	Tub.85	Probable	BAER	12	233	k141_134330_2	multidrug	YP_490321.1|FEATURES|baeR|multidrug|baeR	0.997590583	56.3	222	251	5.68e-85	1	NA
Tub.30-k141_359005_12-19..388	Tub.30	Potential	EMRA	19	388	k141_359005_12	multidrug	gi:695792093:ref:WP_032706315.1:|FEATURES|emrA|multidrug|emrA	0.401327022	50	370	311	7.43e-104	1	NA
Tub.30-k141_359005_12-19..388	Tub.30	Potential_loser	EMRA	19	388	k141_359005_12	peptide	undefined	0.148353491	50	370	311	7.43e-104	1	NA
Tub.30-k141_103987_1-2..153	Tub.30	Potential	TETC	2	153	k141_103987_1	aminoglycoside	undefined	0.370354401	50	154	137	2.59e-40	1	NA
Tub.30-k141_103987_1-2..153	Tub.30	Potential_loser	TETC	2	153	k141_103987_1	tetracycline	AY171578.gene.p01|FEATURES|tetC|tetracycline|tetC	0.221728097	50	154	137	2.59e-40	1	NA
Tub.16-k141_67873_7-3..1160	Tub.16	Probable	RPOB2	3	1160	k141_67873_7	multidrug	BAD59497.1|FEATURES|rpoB2|multidrug|rpoB2	0.995364685	78.9	1190	1860	0	1	NA
Tub.94-k141_292695_8-6..233	Tub.94	Probable	BAER	6	233	k141_292695_8	multidrug	YP_490321.1|FEATURES|baeR|multidrug|baeR	0.99971343	57.9	228	262	1.99e-89	1	NA
Tub.82-k141_10635_2-4..227	Tub.82	Potential	MTRA	4	227	k141_10635_2	aminoglycoside	undefined	0.58722412	74.6	224	343	1.65e-121	1	NA
Tub.82-k141_10635_2-4..227	Tub.82	Potential_loser	MTRA	4	227	k141_10635_2	multidrug	CCP46065.1|FEATURES|mtrA|multidrug|mtrA	0.261984108	74.6	224	343	1.65e-121	1	NA
Tub.31-k141_275150_2-3..121	Tub.31	Potential	TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	3	121	k141_275150_2	aminoglycoside	undefined	0.305507224	50	120	117	7.84e-34	1	NA
Tub.31-k141_275150_2-3..121	Tub.31	Potential_loser	TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	3	121	k141_275150_2	unclassified	NC_002745.1124086.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	0.286455536	50	120	117	7.84e-34	1	NA
Tub.85-k141_365118_6-1..230	Tub.85	Potential	TRANSCRIPTIONAL_REGULATORY_PROTEIN_CPXR_CPXR	1	230	k141_365118_6	unclassified	CP001138.1.gene4273.p01|FEATURES|transcriptional_regulatory_protein_CpxR_cpxR|unclassified|transcriptional_regulatory_protein_CpxR_cpxR	0.381603299	50	238	207	6.38e-68	1	NA
Tub.85-k141_365118_6-1..230	Tub.85	Potential_loser	TRANSCRIPTIONAL_REGULATORY_PROTEIN_CPXR_CPXR	1	230	k141_365118_6	peptide	undefined	0.246561499	50	238	207	6.38e-68	1	NA
Tub.94-k141_90049_1-9..264	Tub.94	Probable	KASUGAMYCIN_RESISTANCE_PROTEIN_KSGA	9	264	k141_90049_1	aminoglycoside	YP_001439344|FEATURES|kasugamycin_resistance_protein_ksgA|aminoglycoside|kasugamycin_resistance_protein_ksgA	0.999999907	52.7	256	249	2.81e-83	1	NA
Tub.83-k141_24437_8-7..150	Tub.83	Probable	ARR-4	7	150	k141_24437_8	rifamycin	ABV26705.1|FEATURES|arr-4|rifamycin|arr-4	0.999709609	56.9	144	185	1.27e-61	1	NA
Tub.30-k141_104518_1-3..833	Tub.30	Potential	ACRB	3	833	k141_104518_1	multidrug	gi:446414960:ref:WP_000492815.1:|FEATURES|acrB|multidrug|acrB	0.769953252	54.2	849	842	6.73e-296	1	NA
Tub.30-k141_104518_1-3..833	Tub.30	Potential_loser	ACRB	3	833	k141_104518_1	aminoglycoside	undefined	0.162651153	54.2	849	842	6.73e-296	1	NA
Tub.34-k141_37548_1-17..323	Tub.34	Probable	TETA(48)	17	323	k141_37548_1	tetracycline	APB03214.1|FEATURES|tetA(48)|tetracycline|tetA(48)	0.801186191	51.1	309	288	2.77e-96	1	NA
Tub.34-k141_37548_1-17..323	Tub.34	Potential_loser	TETA(48)	17	323	k141_37548_1	aminoglycoside	undefined	0.14669295	51.1	309	288	2.77e-96	1	NA
Tub.99-k141_177002_1-37..221	Tub.99	Potential	MTRA	37	221	k141_177002_1	aminoglycoside	undefined	0.422370175	50	190	172	5.80e-55	1	NA
Tub.99-k141_177002_1-37..221	Tub.99	Potential_loser	MTRA	37	221	k141_177002_1	multidrug	CCP46065.1|FEATURES|mtrA|multidrug|mtrA	0.275920727	50	190	172	5.80e-55	1	NA
Tub.12-k141_520388_3-19..269	Tub.12	Probable	TETB(48)	19	269	k141_520388_3	tetracycline	APB03215.1|FEATURES|tetB(48)|tetracycline|tetB(48)	0.996944743	52.2	251	258	1.29e-86	1	NA
Tub.58-k141_255901_1-5..210	Tub.58	Probable	CAMP-REGULATORY_PROTEIN	5	210	k141_255901_1	unclassified	gi:499731375:ref:WP_011412109.1:|FEATURES|cAMP-regulatory_protein|unclassified|cAMP-regulatory_protein	0.995203465	63.9	208	279	2.04e-96	1	NA
Tub.58-k141_44965_1-1..128	Tub.58	Probable	GOLS	1	128	k141_44965_1	multidrug	NP_459349.1|FEATURES|golS|multidrug|golS	0.992477007	51.6	128	126	1.44e-38	1	NA
Tub.18-k141_655722_2-15..200	Tub.18	Probable	VATF	15	200	k141_655722_2	MLS	AAF63432|FEATURES|vatF|MLS|vatF	0.999999996	53.5	187	209	1.26e-69	1	NA
Tub.26-k141_617830_8-9..208	Tub.26	Probable	MEXL	9	208	k141_617830_8	multidrug	NP_252368.1|FEATURES|MexL|multidrug|MexL	0.994769086	63	200	249	5.16e-85	1	NA
Tub.94-k141_250810_3-1..109	Tub.94	Potential	RBPA	1	109	k141_250810_3	peptide	undefined	0.262488561	54.1	109	113	4.26e-34	1	NA
Tub.94-k141_250810_3-1..109	Tub.94	Potential_loser	RBPA	1	109	k141_250810_3	multidrug	undefined	0.228180259	54.1	109	113	4.26e-34	1	NA
Tub.59-k141_160996_12-3..436	Tub.59	Probable	MEPA	3	436	k141_160996_12	multidrug	gi:313638554:gb:EFS03703.1:|FEATURES|mepA|multidrug|mepA	0.99592108	50.5	434	416	6.61e-143	1	NA
Tub.11-k141_268791_1-23..156	Tub.11	Probable	DFRA1	23	156	k141_268791_1	diaminopyrimidine	AAY43143|FEATURES|dfrA1|diaminopyrimidine|dfrA1	0.999997858	64.9	134	182	1.64e-60	1	NA
Tub.59-k141_744999_1-19..381	Tub.59	Probable	ROSA	19	381	k141_744999_1	fosmidomycin	YP_001605796|FEATURES|rosA|fosmidomycin|rosA	0.998682969	65.8	363	445	1.17e-156	1	NA
Tub.58-k141_502847_3-1..291	Tub.58	Probable	BACA	1	291	k141_502847_3	bacitracin	YP_584847|FEATURES|bacA|bacitracin|bacA	0.963577218	57.9	292	301	3.05e-103	1	NA
Tub.10-k141_432704_1-6..145	Tub.10	Probable	ARR-4	6	145	k141_432704_1	rifamycin	ABV26705.1|FEATURES|arr-4|rifamycin|arr-4	0.999746391	58.6	140	186	1.47e-61	1	NA
Tub.59-k141_380155_1-20..1014	Tub.59	Potential	MEXW	20	1014	k141_380155_1	peptide	undefined	0.229209469	50.3	998	914	0	1	NA
Tub.59-k141_380155_1-20..1014	Tub.59	Potential_loser	MEXW	20	1014	k141_380155_1	multidrug	YP_001186705|FEATURES|mexW|multidrug|mexW	0.193117121	50.3	998	914	0	1	NA
Tub.51-k141_33694_1-1..157	Tub.51	Probable	AAC(6')-II	1	157	k141_33694_1	aminoglycoside	M29695.1.gene2.p01|FEATURES|aac(6')-II|aminoglycoside|aac(6')-II	0.998673481	51.3	160	160	6.09e-51	1	NA
Tub.85-k141_738981_1-2..126	Tub.85	Potential	ADP-RIBOSYLATING_TRANSFERASE_ARR	2	126	k141_738981_1	multidrug	undefined	0.387687926	72.8	125	193	2.18e-64	1	NA
Tub.85-k141_738981_1-2..126	Tub.85	Potential_loser	ADP-RIBOSYLATING_TRANSFERASE_ARR	2	126	k141_738981_1	rifamycin	AF001493.1.orf0.gene.p01|FEATURES|ADP-ribosylating_transferase_arr|rifamycin|ADP-ribosylating_transferase_arr	0.23442663	72.8	125	193	2.18e-64	1	NA
Tub.83-k141_633128_11-4..321	Tub.83	Potential	OLEC	4	321	k141_633128_11	tetracycline	undefined	0.895580161	51.1	319	301	7.65e-102	1	NA
Tub.83-k141_633128_11-4..321	Tub.83	Potential_loser	OLEC	4	321	k141_633128_11	MLS	AAA26793|FEATURES|oleC|MLS|oleC	0.070394451	51.1	319	301	7.65e-102	1	NA
Tub.11-k141_126614_1-16..234	Tub.11	Potential	BACA	16	234	k141_126614_1	peptide	undefined	0.245078475	59.4	219	248	7.49e-84	1	NA
Tub.11-k141_126614_1-16..234	Tub.11	Potential_loser	BACA	16	234	k141_126614_1	tetracycline	undefined	0.178949209	59.4	219	248	7.49e-84	1	NA
Tub.31-k141_68468_49-4..375	Tub.31	Probable	ROSA	4	375	k141_68468_49	fosmidomycin	ZP_04623896|FEATURES|rosA|fosmidomycin|rosA	0.998786247	66.7	372	491	9.67e-175	1	NA
Tub.30-k141_729718_3-5..503	Tub.30	Potential	EMRB	5	503	k141_729718_3	diaminopyrimidine	undefined	0.329859529	54.2	500	516	3.49e-181	1	NA
Tub.30-k141_729718_3-5..503	Tub.30	Potential_loser	EMRB	5	503	k141_729718_3	antibacterial_free_fatty_acids	undefined	0.212182095	54.2	500	516	3.49e-181	1	NA
Tub.104-k141_128240_2-27..174	Tub.104	Probable	AAC(6')-I	27	174	k141_128240_2	aminoglycoside	AB164230.1.gene1.p01|FEATURES|aac(6')-I|aminoglycoside|aac(6')-I	0.999664437	54.2	155	169	1.32e-54	1	NA
Tub.30-k141_552090_2-37..225	Tub.30	Probable	KDPE	37	225	k141_552090_2	aminoglycoside	NP_415222.1|FEATURES|kdpE|aminoglycoside|kdpE	0.982306667	52.9	191	200	3.19e-65	1	NA
Tub.82-k141_314567_1-4..227	Tub.82	Potential	MTRA	4	227	k141_314567_1	aminoglycoside	undefined	0.572713975	70.5	224	325	4.37e-114	1	NA
Tub.82-k141_314567_1-4..227	Tub.82	Potential_loser	MTRA	4	227	k141_314567_1	multidrug	CCP46065.1|FEATURES|mtrA|multidrug|mtrA	0.2643384	70.5	224	325	4.37e-114	1	NA
Tub.105-k141_317822_1-2..156	Tub.105	Probable	AAC(6')-I	2	156	k141_317822_1	aminoglycoside	AB116646.1.gene1.p01|FEATURES|aac(6')-I|aminoglycoside|aac(6')-I	0.988468029	50	164	149	4.40e-47	1	NA
Tub.31-k141_315366_2-1..123	Tub.31	Potential	TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	1	123	k141_315366_2	aminoglycoside	undefined	0.305507224	51.6	124	117	8.08e-34	1	NA
Tub.31-k141_315366_2-1..123	Tub.31	Potential_loser	TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	1	123	k141_315366_2	unclassified	NC_002745.1124086.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	0.286455536	51.6	124	117	8.08e-34	1	NA
Tub.31-k141_117258_10-39..368	Tub.31	Potential	EMRA	39	368	k141_117258_10	peptide	gi:485748393:ref:WP_001374608.1:|FEATURES|emrA|multidrug|emrA	0.255269739	50.8	331	301	7.30e-100	1	NA
Tub.31-k141_117258_10-39..368	Tub.31	Potential_loser	EMRA	39	368	k141_117258_10	multidrug	gi:485748393:ref:WP_001374608.1:|FEATURES|emrA|multidrug|emrA	0.204971707	50.8	331	301	7.30e-100	1	NA
Tub.51-k141_134550_1-23..453	Tub.51	Probable	QEPA	23	453	k141_134550_1	fluoroquinolone	gi:1039004533:ref:WP_064760451.1:|FEATURES|qepA|fluoroquinolone|qepA	0.991697324	60.1	434	478	5.47e-167	1	NA
Tub.58-k141_331042_2-10..369	Tub.58	Potential	MTRC	10	369	k141_331042_2	peptide	undefined	0.380101195	51.2	363	313	8.78e-104	1	NA
Tub.58-k141_331042_2-10..369	Tub.58	Potential_loser	MTRC	10	369	k141_331042_2	aminoglycoside	undefined	0.195769239	51.2	363	313	8.78e-104	1	NA
Tub.94-k141_212277_3-9..260	Tub.94	Potential	KASUGAMYCIN_RESISTANCE_PROTEIN_KSGA	9	260	k141_212277_3	aminoglycoside	YP_002240485|FEATURES|kasugamycin_resistance_protein_ksgA|aminoglycoside|kasugamycin_resistance_protein_ksgA	0.632118596	51	257	224	1.43e-73	1	NA
Tub.94-k141_212277_3-9..260	Tub.94	Potential_loser	KASUGAMYCIN_RESISTANCE_PROTEIN_KSGA	9	260	k141_212277_3	multidrug	undefined	0.14359012	51	257	224	1.43e-73	1	NA
Tub.4-k141_187953_3-4..261	Tub.4	Potential	BACA	4	261	k141_187953_3	multidrug	undefined	0.574528029	51.9	260	242	1.59e-80	1	NA
Tub.4-k141_187953_3-4..261	Tub.4	Potential_loser	BACA	4	261	k141_187953_3	fluoroquinolone	undefined	0.200347509	51.9	260	242	1.59e-80	1	NA
Tub.31-k141_757061_2-11..210	Tub.31	Probable	CAMP-REGULATORY_PROTEIN	11	210	k141_757061_2	unclassified	gi:446164891:ref:WP_000242746.1:|FEATURES|cAMP-regulatory_protein|unclassified|cAMP-regulatory_protein	0.994726934	50.7	205	216	3.44e-71	1	NA
Tub.26-k141_366358_5-7..478	Tub.26	Potential	OPMB	7	478	k141_366358_5	multidrug	NP_251215.1|FEATURES|OpmB|multidrug|OpmB	0.715456745	61.9	473	531	2.77e-187	1	NA
Tub.26-k141_366358_5-7..478	Tub.26	Potential_loser	OPMB	7	478	k141_366358_5	aminoglycoside	undefined	0.100618757	61.9	473	531	2.77e-187	1	NA
Tub.58-k141_272211_35-1..277	Tub.58	Probable	BACA	1	277	k141_272211_35	bacitracin	YP_981592|FEATURES|bacA|bacitracin|bacA	0.994012745	93.9	277	509	1.67e-185	1	NA
Tub.18-k141_373022_1-7..150	Tub.18	Probable	ARR-4	7	150	k141_373022_1	rifamycin	ABV26705.1|FEATURES|arr-4|rifamycin|arr-4	0.999772548	58.3	144	186	8.87e-62	1	NA
Tub.88-k141_400685_2-1..153	Tub.88	Probable	AAC(3)-I	1	153	k141_400685_2	aminoglycoside	gi:639206639:ref:WP_024544906.1:|FEATURES|aac(3)-I|aminoglycoside|aac(3)-I	0.999999983	62.7	153	197	2.22e-66	1	NA
Tub.59-k141_735722_1-8..184	Tub.59	Probable	VATF	8	184	k141_735722_1	MLS	AAF63432|FEATURES|vatF|MLS|vatF	0.99999998	56.5	177	219	3.35e-73	1	NA
Tub.31-k141_69101_3-40..374	Tub.31	Probable	MEXE	40	374	k141_69101_3	multidrug	YP_406903|FEATURES|mexE|multidrug|mexE	0.996876148	50.7	337	282	1.54e-91	1	NA
Tub.31-k141_256638_7-3..210	Tub.31	Probable	CAMP-REGULATORY_PROTEIN	3	210	k141_256638_7	unclassified	gi:490367208:ref:WP_004246872.1:|FEATURES|cAMP-regulatory_protein|unclassified|cAMP-regulatory_protein	0.995356695	52.1	213	231	9.86e-78	1	NA
Tub.105-k141_203489_3-19..195	Tub.105	Probable	AAC(2')-I	19	195	k141_203489_3	aminoglycoside	U41471.1.gene1.p01|FEATURES|aac(2')-I|aminoglycoside|aac(2')-I	0.996192551	51.4	177	173	9.37e-56	1	NA
Tub.30-k141_71115_7-7..1029	Tub.30	Potential	MUXB	7	1029	k141_71115_7	aminocoumarin	undefined	0.544458808	52.6	1067	988	0	1	NA
Tub.30-k141_71115_7-7..1029	Tub.30	Potential_loser	MUXB	7	1029	k141_71115_7	multidrug	NP_251217.1|FEATURES|MuxB|multidrug|MuxB	0.442185457	52.6	1067	988	0	1	NA
Tub.58-k141_228942_1-1..110	Tub.58	Potential	QACH	1	110	k141_228942_1	aminoglycoside	AAZ42322.1|FEATURES|qacH|fluoroquinolone|qacH	0.425089328	55.5	110	128	3.20e-40	1	disinfecting agents and antiseptics
Tub.58-k141_228942_1-1..110	Tub.58	Potential_loser	QACH	1	110	k141_228942_1	peptide	undefined	0.1342177	55.5	110	128	3.20e-40	1	disinfecting agents and antiseptics
Tub.82-k141_262600_3-1..317	Tub.82	Probable	TETA(48)	1	317	k141_262600_3	tetracycline	APB03214.1|FEATURES|tetA(48)|tetracycline|tetA(48)	0.997088978	52.8	322	309	6.53e-105	1	NA
Tub.94-k141_117829_1-74..399	Tub.94	Probable	ROSA	74	399	k141_117829_1	fosmidomycin	ZP_04621517|FEATURES|rosA|fosmidomycin|rosA	0.998653251	66.3	326	422	7.44e-148	1	NA
Tub.51-k141_270196_3-5..209	Tub.51	Probable	VATB	5	209	k141_270196_3	MLS	YP_001785579|FEATURES|vatB|MLS|vatB	1	59.5	205	260	2.46e-89	1	NA
Tub.4-k141_513781_1-32..160	Tub.4	Potential	DFRA3	32	160	k141_513781_1	peptide	undefined	0.283522285	51.5	132	117	8.98e-35	1	NA
Tub.4-k141_513781_1-32..160	Tub.4	Potential_loser	DFRA3	32	160	k141_513781_1	aminoglycoside	undefined	0.200541264	51.5	132	117	8.98e-35	1	NA
Tub.83-k141_33595_1-2..143	Tub.83	Probable	ADP-RIBOSYLATING_TRANSFERASE_ARR	2	143	k141_33595_1	rifamycin	AF001493.1.orf0.gene.p01|FEATURES|ADP-ribosylating_transferase_arr|rifamycin|ADP-ribosylating_transferase_arr	0.998379315	73.2	142	221	1.36e-75	1	NA
Tub.59-k141_443824_1-4..159	Tub.59	Potential	CLASS_A	4	159	k141_443824_1	multidrug	undefined	0.271557587	60.1	158	194	1.08e-64	1	NA
Tub.59-k141_443824_1-4..159	Tub.59	Potential_loser	CLASS_A	4	159	k141_443824_1	peptide	undefined	0.216776897	60.1	158	194	1.08e-64	1	NA
Tub.1-k141_233730_1-7..276	Tub.1	Probable	BACA	7	276	k141_233730_1	bacitracin	ZP_04577926|FEATURES|bacA|bacitracin|bacA	0.992981455	64.7	272	337	8.85e-118	1	NA
Tub.18-k141_747643_1-4..148	Tub.18	Probable	AAC(3)-I	4	148	k141_747643_1	aminoglycoside	AAB20441|FEATURES|aac(3)-I|aminoglycoside|aac(3)-I	0.999999832	64.1	145	176	1.80e-57	1	NA
Tub.4-k141_619835_1-32..161	Tub.4	Potential	CAMP-REGULATORY_PROTEIN	32	161	k141_619835_1	peptide	undefined	0.239667665	65.4	130	176	4.48e-58	1	NA
Tub.4-k141_619835_1-32..161	Tub.4	Potential_loser	CAMP-REGULATORY_PROTEIN	32	161	k141_619835_1	aminoglycoside	undefined	0.198335943	65.4	130	176	4.48e-58	1	NA
Tub.104-k141_63194_2-10..1150	Tub.104	Probable	RPOB2	10	1150	k141_63194_2	multidrug	BAD59497.1|FEATURES|rpoB2|multidrug|rpoB2	0.978533154	57.4	1176	1216	0	1	NA
Tub.16-k141_116816_2-4..228	Tub.16	Potential	MTRA	4	228	k141_116816_2	aminoglycoside	undefined	0.552226693	75.1	229	334	6.14e-118	1	NA
Tub.16-k141_116816_2-4..228	Tub.16	Potential_loser	MTRA	4	228	k141_116816_2	multidrug	CCP46065.1|FEATURES|mtrA|multidrug|mtrA	0.267097192	75.1	229	334	6.14e-118	1	NA
Tub.31-k141_757830_4-1..128	Tub.31	Probable	GOLS	1	128	k141_757830_4	multidrug	NP_459349.1|FEATURES|golS|multidrug|golS	0.997204928	58.6	128	158	7.26e-51	1	NA
Tub.59-k141_490699_1-127..962	Tub.59	Potential	MDTC	127	962	k141_490699_1	multidrug	gi:446590225:ref:WP_000667571.1:|FEATURES|mdtC|multidrug|mdtC	0.604477161	55.4	838	844	5.95e-297	1	NA
Tub.59-k141_490699_1-127..962	Tub.59	Potential_loser	MDTC	127	962	k141_490699_1	aminocoumarin	gi:446590225:ref:WP_000667571.1:|FEATURES|mdtC|multidrug|mdtC	0.367516101	55.4	838	844	5.95e-297	1	NA
Tub.4-k141_109990_2-22..175	Tub.4	Probable	AAC(6')-I	22	175	k141_109990_2	aminoglycoside	AB164230.1.gene1.p01|FEATURES|aac(6')-I|aminoglycoside|aac(6')-I	0.988118495	50.6	168	166	3.34e-53	1	NA
Tub.10-k141_670750_1-322..1121	Tub.10	Probable	RPOB2	322	1121	k141_670750_1	multidrug	BAD59497.1|FEATURES|rpoB2|multidrug|rpoB2	0.995364685	51.9	937	896	2.20e-314	1	NA
Tub.64-k141_66888_1-20..343	Tub.64	Probable	ROSA	20	343	k141_66888_1	fosmidomycin	ZP_04621517|FEATURES|rosA|fosmidomycin|rosA	0.997788138	63.5	326	385	1.28e-133	1	NA
Tub.58-k141_298314_1-1..128	Tub.58	Probable	GOLS	1	128	k141_298314_1	multidrug	NP_459349.1|FEATURES|golS|multidrug|golS	0.99651105	57.8	128	148	4.46e-47	1	NA
Tub.88-k141_238253_32-7..78	Tub.88	Probable	TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	7	78	k141_238253_32	unclassified	NC_002745.3251084.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	0.907569824	50.7	73	74.7	5.55e-18	1	NA
Tub.18-k141_426045_2-1..112	Tub.18	Potential	RBPA	1	112	k141_426045_2	peptide	undefined	0.262488561	74.3	113	168	5.91e-56	1	NA
Tub.18-k141_426045_2-1..112	Tub.18	Potential_loser	RBPA	1	112	k141_426045_2	multidrug	undefined	0.228180259	74.3	113	168	5.91e-56	1	NA
Tub.85-k141_780184_1-3..119	Tub.85	Potential	TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	3	119	k141_780184_1	unclassified	NC_002745.1124086.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	0.31319892	51.7	118	120	3.92e-36	1	NA
Tub.85-k141_780184_1-3..119	Tub.85	Potential_loser	TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	3	119	k141_780184_1	aminoglycoside	undefined	0.29882179	51.7	118	120	3.92e-36	1	NA
Tub.51-k141_13103_1-1..274	Tub.51	Probable	BACA	1	274	k141_13103_1	bacitracin	YP_985461|FEATURES|bacA|bacitracin|bacA	0.99354602	74.2	275	399	2.50e-142	1	NA
Tub.34-k141_486513_1-8..226	Tub.34	Potential	MTRA	8	226	k141_486513_1	aminoglycoside	undefined	0.553971129	67.6	219	303	5.98e-106	1	NA
Tub.34-k141_486513_1-8..226	Tub.34	Potential_loser	MTRA	8	226	k141_486513_1	multidrug	CCP46065.1|FEATURES|mtrA|multidrug|mtrA	0.266858067	67.6	219	303	5.98e-106	1	NA
Tub.104-k141_345567_1-51..227	Tub.104	Potential	MTRA	51	227	k141_345567_1	aminoglycoside	undefined	0.391201404	50	184	177	1.13e-56	1	NA
Tub.104-k141_345567_1-51..227	Tub.104	Potential_loser	MTRA	51	227	k141_345567_1	multidrug	CCP46065.1|FEATURES|mtrA|multidrug|mtrA	0.274948216	50	184	177	1.13e-56	1	NA
Tub.4-k141_171928_2-5..143	Tub.4	Probable	ARR-4	5	143	k141_171928_2	rifamycin	ABV26705.1|FEATURES|arr-4|rifamycin|arr-4	0.999780389	59	139	183	1.03e-60	1	NA
Tub.58-k141_235939_1-30..224	Tub.58	Probable	KDPE	30	224	k141_235939_1	aminoglycoside	NP_415222.1|FEATURES|kdpE|aminoglycoside|kdpE	0.983305246	65.3	202	268	2.26e-92	1	NA
Tub.26-k141_88354_1-8..81	Tub.26	Probable	TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	8	81	k141_88354_1	unclassified	NC_002745.3251084.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	0.907569824	51.4	74	78.6	2.56e-20	1	NA
Tub.10-k141_591226_2-28..175	Tub.10	Probable	AAC(6')-I	28	175	k141_591226_2	aminoglycoside	AB164230.1.gene1.p01|FEATURES|aac(6')-I|aminoglycoside|aac(6')-I	0.987458787	52.9	157	159	1.05e-50	1	NA
Tub.31-k141_28973_1-3..118	Tub.31	Potential	TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	3	118	k141_28973_1	aminoglycoside	undefined	0.30430774	50.4	117	119	6.24e-32	1	NA
